;Method;nselected;tn;fn;fp;tp;data.i;sensitivity;specificity;false.pos.rate;false.neg.rate;false.disc.rate;false.omit.rate;expo;ICC
tot.641;DLNMselectback.bonf;4;495;1;2;2;12;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.642;DLNMselectback.bh;5;494;1;3;2;12;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.643;DLNMselectback.by;1;497;2;0;1;12;33,3;100;0;66,7;0;0,4;3;1
tot.644;DLNMselectforward.none;20;480;0;17;3;12;100;96,6;3,4;0;85;0;3;1
tot.645;DLNMselectforward.bonf;10;490;0;7;3;12;100;98,6;1,4;0;70;0;3;1
tot.646;DLNMselectforward.bh;20;480;0;17;3;12;100;96,6;3,4;0;85;0;3;1
tot.647;DLNMselectforward.by;10;490;0;7;3;12;100;98,6;1,4;0;70;0;3;1
tot.648;Av.DLNMpen.none;6;493;1;4;2;12;66,7;99,2;0,8;33,3;66,7;0,2;3;1
tot.649;Av.DLNMpen.bonf;5;494;1;3;2;12;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.650;Av.DLNMpen.bh;6;493;1;4;2;12;66,7;99,2;0,8;33,3;66,7;0,2;3;1
tot.651;Av.DLNMpen.by;5;494;1;3;2;12;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.652;Av.DLNMselect.none;7;492;1;5;2;12;66,7;99;1;33,3;71,4;0,2;3;1
tot.653;Av.DLNMselect.bonf;1;497;2;0;1;12;33,3;100;0;66,7;0;0,4;3;1
tot.654;Av.DLNMselect.bh;7;492;1;5;2;12;66,7;99;1;33,3;71,4;0,2;3;1
tot.655;Av.DLNMselect.by;4;495;1;2;2;12;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.656;Av.DLNMselectback.none;6;493;1;4;2;12;66,7;99,2;0,8;33,3;66,7;0,2;3;1
tot.657;Av.DLNMselectback.bonf;4;495;1;2;2;12;66,7;99,6;0,4;33,3;50;0,2;3;1
tot.658;Av.DLNMselectback.bh;6;493;1;4;2;12;66,7;99,2;0,8;33,3;66,7;0,2;3;1
tot.659;Av.DLNMselectback.by;5;494;1;3;2;12;66,7;99,4;0,6;33,3;60;0,2;3;1
tot.660;Raw.ExWAS.none;49;451;0;46;3;13;100;90,7;9,3;0;93,9;0;3;1
tot.661;Raw.ExWAS.MLM.none;7;492;1;5;2;13;66,7;99;1;33,3;71,4;0,2;3;1
tot.662;Raw.Exwas.bon;2;496;2;1;1;13;33,3;99,8;0,2;66,7;50;0,4;3;1
tot.663;Raw.Exwas.MLM.bon;2;496;2;1;1;13;33,3;99,8;0,2;66,7;50;0,4;3;1
tot.664;Raw.ExWAS.bh;3;495;2;2;1;13;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.665;Raw.ExWAS.MLM.bh;2;496;2;1;1;13;33,3;99,8;0,2;66,7;50;0,4;3;1
tot.666;Raw.ExWAS.by;1;497;2;0;1;13;33,3;100;0;66,7;0;0,4;3;1
tot.667;Raw.ExWAS.MLM.by;1;497;2;0;1;13;33,3;100;0;66,7;0;0,4;3;1
tot.668;Raw.ENET.min;34;466;0;31;3;13;100;93,8;6,2;0;91,2;0;3;1
tot.669;Raw.ENET.opt;1;497;2;0;1;13;33,3;100;0;66,7;0;0,4;3;1
tot.670;Raw.sPLS;1;497;2;0;1;13;33,3;100;0;66,7;0;0,4;3;1
tot.671;Raw.sNPLS;3;495;2;2;1;13;33,3;99,6;0,4;66,7;66,7;0,4;3;1
tot.672;Raw.MMPC;11;488;1;9;2;13;66,7;98,2;1,8;33,3;81,8;0,2;3;1
tot.673;Raw.DSA;1;497;2;0;1;13;33,3;100;0;66,7;0;0,4;3;1
tot.674;Av.ExWAS.none;28;471;1;26;2;13;66,7;94,8;5,2;33,3;92,9;0,2;3;1
tot.675;Av.ExWAS.MLM.none;2;496;2;1;1;13;33,3;99,8;0,2;66,7;50;0,4;3;1
tot.676;Av.Exwas.bon;5;493;2;4;1;13;33,3;99,2;0,8;66,7;80;0,4;3;1
tot.677;Av.Exwas.MLM.bon;1;497;2;0;1;13;33,3;100;0;66,7;0;0,4;3;1
tot.678;Av.ExWAS.bh;5;493;2;4;1;13;33,3;99,2;0,8;66,7;80;0,4;3;1
